dataset,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10,split_11,split_12,split_13,split_14,split_15,split_16,split_17,split_18,split_19,split_20,split_21,split_22,split_23,split_24,split_25,split_26,split_27,split_28,split_29,split_30,min,max,mean,median,std,auroc,f1,nll,time
LargeKitchenAppliances,0.87733333,0.94400000,0.95466667,0.95200000,0.95200000,0.95200000,0.95733333,0.96000000,0.93333333,0.95466667,0.94400000,0.93333333,0.94933333,0.94133333,0.94400000,0.94133333,0.95200000,0.94133333,0.94133333,0.94933333,0.95200000,0.96266667,0.94666667,0.94666667,0.93600000,0.94400000,0.95466667,0.93866667,0.94400000,0.95200000,0.87733333,0.96266667,0.94506667,0.94666667,0.01453435,0.98111858,0.94506353,0.41922407,74.29580912
Lightning2,0.70491803,0.78688525,0.80327869,0.81967213,0.81967213,0.86885246,0.88524590,0.90163934,0.91803279,0.78688525,0.77049180,0.83606557,0.77049180,0.73770492,0.78688525,0.72131148,0.85245902,0.83606557,0.90163934,0.80327869,0.73770492,0.78688525,0.86885246,0.77049180,0.88524590,0.83606557,0.78688525,0.83606557,0.86885246,0.81967213,0.70491803,0.91803279,0.81693989,0.81967213,0.05487656,0.90547902,0.85462051,0.51849250,20.06231673
Lightning7,0.84931507,0.82191781,0.80821918,0.76712329,0.79452055,0.79452055,0.80821918,0.72602740,0.83561644,0.84931507,0.75342466,0.87671233,0.83561644,0.87671233,0.76712329,0.84931507,0.79452055,0.79452055,0.80821918,0.80821918,0.73972603,0.79452055,0.79452055,0.78082192,0.89041096,0.83561644,0.78082192,0.89041096,0.80821918,0.83561644,0.72602740,0.89041096,0.81232877,0.80821918,0.04127056,0.97849050,0.81305547,1.15479005,10.32135920
Mallat,0.94925373,0.98123667,0.96929638,0.98251599,0.97782516,0.98294243,0.97142857,0.98933902,0.97697228,0.98422175,0.97995736,0.98336887,0.97910448,0.96460554,0.98081023,0.97867804,0.97569296,0.98464819,0.98848614,0.97867804,0.98379531,0.98464819,0.97739872,0.98507463,0.98678038,0.98251599,0.97654584,0.97953092,0.98763326,0.97228145,0.94925373,0.98933902,0.97917555,0.98038380,0.00788400,0.99951048,0.97912553,0.96927942,51.63169038
Meat,0.95000000,1.00000000,0.98333333,0.98333333,1.00000000,1.00000000,1.00000000,0.96666667,1.00000000,0.98333333,0.96666667,1.00000000,1.00000000,1.00000000,0.98333333,1.00000000,1.00000000,1.00000000,1.00000000,0.98333333,0.98333333,1.00000000,1.00000000,0.96666667,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.95000000,0.95000000,1.00000000,0.99000000,1.00000000,0.01527525,0.99991667,0.98997799,0.33305903,8.75458743
MedicalImages,0.78815789,0.81447368,0.78815789,0.82631579,0.81184211,0.81973684,0.82236842,0.80263158,0.82763158,0.80789474,0.77763158,0.82368421,0.83157895,0.83289474,0.82500000,0.81315789,0.81315789,0.81315789,0.80526316,0.83157895,0.80921053,0.81578947,0.82368421,0.79868421,0.81184211,0.81184211,0.81315789,0.83815789,0.83815789,0.82105263,0.77763158,0.83815789,0.81526316,0.81381579,0.01422676,0.96943134,0.77738448,1.34693729,21.71875085
MiddlePhalanxOutlineAgeGroup,0.61688312,0.71428571,0.74675325,0.74675325,0.71428571,0.75974026,0.72727273,0.70129870,0.75974026,0.74675325,0.74675325,0.74025974,0.66883117,0.72077922,0.75324675,0.77272727,0.74025974,0.74025974,0.77922078,0.74675325,0.74675325,0.75324675,0.72727273,0.72727273,0.78571429,0.70779221,0.73376623,0.74025974,0.66883117,0.79220779,0.61688312,0.79220779,0.73419913,0.74025974,0.03552422,0.84192442,0.65774365,0.70254000,25.95359692
MiddlePhalanxOutlineCorrect,0.85567010,0.87285223,0.88659794,0.83505155,0.91065292,0.85910653,0.84192440,0.87285223,0.81786942,0.83505155,0.85223368,0.86941581,0.82817869,0.85223368,0.85567010,0.80412371,0.85910653,0.83161512,0.86254296,0.86597938,0.86597938,0.85223368,0.83161512,0.87285223,0.87628866,0.86597938,0.85567010,0.86597938,0.85223368,0.85223368,0.80412371,0.91065292,0.85532646,0.85567010,0.02087187,0.93214743,0.88819590,0.47809995,25.62945261
MiddlePhalanxTW,0.51298701,0.60389610,0.59740260,0.59740260,0.61688312,0.58441558,0.56493506,0.59740260,0.58441558,0.59740260,0.59090909,0.59740260,0.64285714,0.61038961,0.59740260,0.58441558,0.57142857,0.64935065,0.60389610,0.59090909,0.56493506,0.59740260,0.57792208,0.57792208,0.61688312,0.63636364,0.63636364,0.55844156,0.61038961,0.59090909,0.51298701,0.64935065,0.59545455,0.59740260,0.02688604,0.80137755,0.36937869,1.23169876,30.25476505
MixedShapesRegularTrain,0.98597938,0.98721649,0.98680412,0.98804124,0.98268041,0.98762887,0.98474227,0.98721649,0.98309278,0.98762887,0.98556701,0.98845361,0.98597938,0.98597938,0.98391753,0.98639175,0.98597938,0.98515464,0.98969072,0.98226804,0.99010309,0.98103093,0.98639175,0.98185567,0.98680412,0.98556701,0.98350515,0.98762887,0.98226804,0.98391753,0.98103093,0.99010309,0.98564948,0.98597938,0.00228212,0.99953762,0.98566948,0.52867082,55.19836720
MixedShapesSmallTrain,0.97278351,0.96000000,0.96865979,0.96907216,0.95628866,0.95958763,0.97154639,0.96824742,0.96824742,0.96206186,0.96783505,0.97072165,0.95752577,0.96247423,0.96247423,0.95917526,0.97278351,0.96082474,0.95340206,0.96000000,0.97237113,0.96082474,0.96206186,0.97195876,0.96288660,0.97360825,0.96783505,0.96494845,0.97443299,0.96041237,0.95340206,0.97443299,0.96516838,0.96391753,0.00576999,0.99721200,0.96490651,0.61141328,52.11671314
MoteStrain,0.90894569,0.92172524,0.91533546,0.94488818,0.94568690,0.93210863,0.90255591,0.95527157,0.91533546,0.95926518,0.88498403,0.89376997,0.93849840,0.90495208,0.94488818,0.94408946,0.92571885,0.91613419,0.93849840,0.90255591,0.94888179,0.90255591,0.93130990,0.93370607,0.89856230,0.92172524,0.88019169,0.82108626,0.91853035,0.93210863,0.82108626,0.95926518,0.91946219,0.92172524,0.02737810,0.97354904,0.91364549,0.47367636,8.16844988
OliveOil,0.96666667,0.93333333,0.90000000,0.90000000,0.86666667,0.93333333,0.86666667,0.90000000,0.90000000,0.90000000,0.96666667,1.00000000,0.96666667,0.90000000,0.86666667,0.90000000,0.96666667,0.83333333,0.90000000,0.83333333,0.90000000,0.96666667,0.90000000,0.86666667,0.93333333,0.90000000,0.90000000,0.90000000,0.93333333,0.83333333,0.83333333,1.00000000,0.90777778,0.90000000,0.04188462,0.98470509,0.88209102,0.61833504,5.29052423
OSULeaf,0.98760331,0.98760331,0.96694215,0.97933884,0.97933884,0.97933884,0.96694215,0.97933884,0.98760331,0.98347107,0.99586777,0.97933884,0.98760331,0.98760331,0.97520661,0.97520661,0.97933884,0.97933884,0.98760331,0.98760331,0.98760331,0.97933884,0.97520661,0.97933884,0.98760331,0.97933884,0.98760331,0.97107438,0.97933884,0.96694215,0.96694215,0.99586777,0.98085399,0.97933884,0.00703559,0.99820367,0.98105685,0.73784798,12.25238970
PhalangesOutlinesCorrect,0.84965035,0.86363636,0.87062937,0.85547786,0.88461538,0.85547786,0.87529138,0.86946387,0.87762238,0.84848485,0.87878788,0.87412587,0.88228438,0.86013986,0.87062937,0.85081585,0.86247086,0.86480186,0.87412587,0.85664336,0.89044289,0.87762238,0.85897436,0.87529138,0.86713287,0.87412587,0.88461538,0.86480186,0.85314685,0.88111888,0.84848485,0.89044289,0.86841492,0.87004662,0.01133336,0.93216181,0.90102516,0.47637563,29.83959309
PigAirwayPressure,0.89423077,0.90865385,0.87019231,0.87500000,0.85576923,0.87019231,0.87980769,0.84615385,0.85096154,0.88942308,0.83173077,0.84134615,0.89423077,0.86538462,0.86538462,0.86538462,0.80769231,0.87019231,0.90384615,0.87980769,0.87500000,0.87980769,0.87980769,0.87980769,0.87019231,0.88942308,0.88461538,0.89423077,0.87500000,0.88942308,0.80769231,0.90865385,0.87275641,0.87500000,0.02116598,0.99423548,0.86790188,3.24138496,26.24461263
PigArtPressure,0.99038462,0.96153846,0.97115385,0.94230769,0.96153846,0.96153846,0.96153846,0.94711538,0.98557692,0.93750000,0.97115385,0.95673077,0.93750000,0.95673077,0.96153846,0.94711538,0.94711538,0.93750000,0.98557692,0.96634615,0.98557692,0.97115385,0.98076923,0.93750000,0.92788462,0.90384615,0.93269231,0.97115385,0.95192308,0.96153846,0.90384615,0.99038462,0.95705128,0.96153846,0.01954603,0.99945246,0.95395850,2.62938703,63.80884131
PigCVP,0.95192308,0.87980769,0.87500000,0.90865385,0.92788462,0.88942308,0.89903846,0.88942308,0.93269231,0.89903846,0.93269231,0.89423077,0.91346154,0.90384615,0.91346154,0.91346154,0.92788462,0.91346154,0.90384615,0.90384615,0.90384615,0.89423077,0.89903846,0.91826923,0.87500000,0.93750000,0.88942308,0.89903846,0.90384615,0.88942308,0.87500000,0.95192308,0.90608974,0.90384615,0.01831696,0.99317810,0.89963614,2.97715931,25.29171858
Plane,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.63457338,11.41072416
PowerCons,0.97777778,0.98888889,0.96111111,0.98333333,0.97777778,0.98888889,0.96666667,0.96666667,0.97777778,0.96111111,0.98888889,0.98888889,0.96111111,0.94444444,0.95555556,0.96666667,0.97222222,0.95555556,0.96666667,0.97777778,0.96666667,1.00000000,0.96111111,0.97222222,0.96111111,0.96666667,0.96111111,0.97777778,0.99444444,0.96111111,0.94444444,1.00000000,0.97166667,0.96666667,0.01293781,0.99669547,0.97174049,0.37513047,15.09336746
ProximalPhalanxOutlineAgeGroup,0.86829268,0.84878049,0.82926829,0.84390244,0.81951220,0.87317073,0.82439024,0.80487805,0.82439024,0.85365854,0.86341463,0.84390244,0.84390244,0.87317073,0.88292683,0.85853659,0.86829268,0.82926829,0.85365854,0.84878049,0.84878049,0.82439024,0.84390244,0.84390244,0.82439024,0.83902439,0.85365854,0.85365854,0.81951220,0.87804878,0.80487805,0.88292683,0.84617886,0.84634146,0.01929692,0.93814344,0.80871608,0.52505855,10.12882495
ProximalPhalanxOutlineCorrect,0.90721649,0.88659794,0.92439863,0.90721649,0.90378007,0.91408935,0.87628866,0.93127148,0.89690722,0.92439863,0.89690722,0.91065292,0.90721649,0.87972509,0.91065292,0.90034364,0.88316151,0.90034364,0.90378007,0.92096220,0.90378007,0.93470790,0.91065292,0.90721649,0.91752577,0.92096220,0.90378007,0.90378007,0.92783505,0.93127148,0.87628866,0.93470790,0.90824742,0.90721649,0.01477130,0.95448740,0.93550366,0.44048985,25.70158016
ProximalPhalanxTW,0.80975610,0.83414634,0.81951220,0.83902439,0.78048780,0.82439024,0.82439024,0.81951220,0.82439024,0.83414634,0.80975610,0.82926829,0.78536585,0.79512195,0.81951220,0.82926829,0.84878049,0.83902439,0.83902439,0.81463415,0.80487805,0.80975610,0.81463415,0.80975610,0.86341463,0.84390244,0.84878049,0.78536585,0.84878049,0.82439024,0.78048780,0.86341463,0.82243902,0.82439024,0.01981873,0.92180791,0.53216789,0.89762827,17.73254266
RefrigerationDevices,0.56533333,0.85066667,0.85333333,0.81333333,0.79200000,0.81866667,0.79733333,0.83200000,0.82666667,0.81600000,0.81600000,0.81866667,0.79200000,0.81600000,0.81600000,0.84266667,0.83733333,0.81066667,0.83733333,0.82666667,0.82666667,0.82133333,0.81600000,0.81866667,0.81866667,0.78400000,0.83200000,0.79466667,0.82400000,0.77066667,0.56533333,0.85333333,0.80951111,0.81866667,0.04893259,0.92171236,0.80804306,0.64299357,26.42892408
Rock,0.86000000,0.84000000,0.86000000,0.94000000,0.78000000,0.90000000,0.94000000,0.92000000,0.86000000,0.96000000,0.86000000,0.86000000,0.86000000,0.86000000,0.84000000,0.82000000,0.90000000,0.88000000,0.88000000,0.82000000,0.94000000,0.90000000,0.88000000,0.78000000,0.92000000,0.76000000,0.90000000,0.92000000,0.90000000,0.86000000,0.76000000,0.96000000,0.87333333,0.87000000,0.04853407,0.97602993,0.86626727,0.65963092,54.82288439
ScreenType,0.55733333,0.68800000,0.70400000,0.70933333,0.67200000,0.70400000,0.70133333,0.67466667,0.67200000,0.73066667,0.70933333,0.69333333,0.74133333,0.67200000,0.69066667,0.70400000,0.69866667,0.68533333,0.73066667,0.70666667,0.69066667,0.72800000,0.70133333,0.72000000,0.68266667,0.69866667,0.67466667,0.70933333,0.69333333,0.73600000,0.55733333,0.74133333,0.69600000,0.70000000,0.03207399,0.85590507,0.69554672,0.79370635,69.88416112
SemgHandGenderCh2,0.94000000,0.93166667,0.91666667,0.95500000,0.94333333,0.95000000,0.94500000,0.94333333,0.94500000,0.95000000,0.93833333,0.94833333,0.94166667,0.93333333,0.92833333,0.95166667,0.93666667,0.93833333,0.94500000,0.94166667,0.93500000,0.94333333,0.94666667,0.93666667,0.94000000,0.93500000,0.93500000,0.94000000,0.94000000,0.92500000,0.91666667,0.95500000,0.94000000,0.94000000,0.00798146,0.98656167,0.92189513,0.45466986,45.35608161
SemgHandMovementCh2,0.74222222,0.76888889,0.75777778,0.72666667,0.73555556,0.78888889,0.76222222,0.75555556,0.78888889,0.77777778,0.80444444,0.80222222,0.77333333,0.75555556,0.74222222,0.75111111,0.80444444,0.80444444,0.76000000,0.77333333,0.76666667,0.74444444,0.76222222,0.77333333,0.76000000,0.78666667,0.73777778,0.74666667,0.78222222,0.76888889,0.72666667,0.80444444,0.76681481,0.76444444,0.02131429,0.95293946,0.76752504,1.23676804,141.89205372
SemgHandSubjectCh2,0.91333333,0.94888889,0.92444444,0.91555556,0.91777778,0.94666667,0.90666667,0.92444444,0.93111111,0.94222222,0.92444444,0.92666667,0.94222222,0.93111111,0.91555556,0.92000000,0.91111111,0.94444444,0.94444444,0.92222222,0.93555556,0.92666667,0.93555556,0.90000000,0.93777778,0.94000000,0.92666667,0.92666667,0.93777778,0.92000000,0.90000000,0.94888889,0.92800000,0.92666667,0.01232749,0.99358045,0.92784676,0.84083614,47.54191193
ShapeletSim,0.99444444,1.00000000,1.00000000,0.99444444,0.98333333,0.99444444,0.99444444,0.98888889,1.00000000,0.99444444,1.00000000,0.97222222,1.00000000,1.00000000,1.00000000,1.00000000,0.99444444,1.00000000,1.00000000,0.99444444,0.99444444,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99444444,1.00000000,1.00000000,0.99444444,0.97222222,1.00000000,0.99629630,1.00000000,0.00597204,0.99990535,0.99631811,0.45946349,9.72365131
ShapesAll,0.94166667,0.96833333,0.96333333,0.95500000,0.95833333,0.95833333,0.96333333,0.95333333,0.96166667,0.96666667,0.95833333,0.96833333,0.95833333,0.95666667,0.96000000,0.95500000,0.96500000,0.94833333,0.96500000,0.96000000,0.96500000,0.96333333,0.96166667,0.95000000,0.96500000,0.94833333,0.96333333,0.96000000,0.95333333,0.96000000,0.94166667,0.96833333,0.95916667,0.96000000,0.00627679,0.99791554,0.95855809,2.80131622,44.23394406
SmallKitchenAppliances,0.82133333,0.85600000,0.86666667,0.83733333,0.86133333,0.83200000,0.82933333,0.86933333,0.86133333,0.85866667,0.82933333,0.86666667,0.83733333,0.83733333,0.80266667,0.86933333,0.83200000,0.84800000,0.85333333,0.85333333,0.85066667,0.85866667,0.83733333,0.88000000,0.83200000,0.85066667,0.86133333,0.86400000,0.84800000,0.85333333,0.80266667,0.88000000,0.84862222,0.85200000,0.01681880,0.95614933,0.84878927,0.54006815,62.75817816
SmoothSubspace,0.96666667,0.99333333,0.98666667,1.00000000,0.99333333,0.98000000,0.98000000,0.99333333,0.99333333,0.98000000,0.97333333,0.98666667,0.97333333,0.99333333,0.98666667,1.00000000,0.98000000,0.98666667,0.99333333,0.97333333,0.99333333,0.98000000,0.98666667,0.98000000,0.98666667,0.98000000,0.98666667,0.98000000,0.99333333,1.00000000,0.96666667,1.00000000,0.98600000,0.98666667,0.00849401,0.99962222,0.98598433,0.37382640,2.15020155
SonyAIBORobotSurface1,0.92179700,0.96838602,0.98336106,0.94176373,0.96505824,0.97337770,0.98502496,0.98169717,0.98003328,0.98169717,0.97836938,0.98502496,0.97504160,0.97171381,0.98668885,0.97004992,0.98169717,0.98336106,0.99334443,0.96006656,0.98003328,0.95507488,0.95507488,0.99168053,0.96173045,0.96672213,0.94675541,0.98835275,0.98336106,0.96838602,0.92179700,0.99334443,0.97215752,0.97670549,0.01582556,0.99809835,0.96902492,0.40583563,5.65253515
SonyAIBORobotSurface2,0.94333683,0.96327387,0.91920252,0.96537251,0.92654774,0.88457503,0.96537251,0.94228751,0.98111228,0.93704092,0.92025184,0.94648478,0.95697796,0.93704092,0.94543547,0.88772298,0.88037775,0.94858342,0.88982162,0.94333683,0.95278069,0.94333683,0.92130115,0.91290661,0.95592865,0.94858342,0.97061910,0.94018888,0.94123820,0.94753410,0.88037775,0.98111228,0.93728576,0.94333683,0.02532414,0.98780238,0.95022771,0.43080911,4.95989423
StarLightCurves,0.98057309,0.97838757,0.98033026,0.97608062,0.97850898,0.98166586,0.97863040,0.98008742,0.98057309,0.98045168,0.98166586,0.98093735,0.98215153,0.98130160,0.98105877,0.98069451,0.98069451,0.97850898,0.98045168,0.98360855,0.97972317,0.98081593,0.98033026,0.98020884,0.98130160,0.98093735,0.98105877,0.98081593,0.97935891,0.97984458,0.97608062,0.98360855,0.98035859,0.98057309,0.00135593,0.99245021,0.97051884,0.30422413,218.85044070
Strawberry,0.98378378,0.97297297,0.98378378,0.98108108,0.98378378,0.98108108,0.98648649,0.97027027,0.98378378,0.97837838,0.98108108,0.97837838,0.98108108,0.98378378,0.97837838,0.99459459,0.97837838,0.97567568,0.98108108,0.98378378,0.98378378,0.96756757,0.98378378,0.97837838,0.98378378,0.96756757,0.98108108,0.98648649,0.97027027,0.97027027,0.96756757,0.99459459,0.97981982,0.98108108,0.00607290,0.99561264,0.98421498,0.35236852,21.92781521
SwedishLeaf,0.98240000,0.97600000,0.97760000,0.97280000,0.98240000,0.97600000,0.98240000,0.98240000,0.99200000,0.97920000,0.97920000,0.98240000,0.97440000,0.97120000,0.97760000,0.98080000,0.98080000,0.98400000,0.97920000,0.98400000,0.97760000,0.97760000,0.98080000,0.98240000,0.98240000,0.98400000,0.98880000,0.98080000,0.97920000,0.99200000,0.97120000,0.99200000,0.98074667,0.98080000,0.00468272,0.99947797,0.98069670,1.34929011,17.27168055
Symbols,0.98090452,0.97185930,0.96884422,0.98391960,0.97889447,0.97989950,0.98994975,0.95979899,0.98894472,0.96783920,0.97788945,0.97989950,0.97688442,0.97788945,0.98592965,0.97085427,0.97788945,0.98492462,0.98592965,0.97889447,0.98391960,0.97889447,0.98090452,0.97889447,0.98693467,0.99195980,0.98693467,0.98190955,0.97989950,0.98090452,0.95979899,0.99195980,0.97996650,0.97989950,0.00685057,0.99746399,0.98004584,0.69942904,15.09752036
SyntheticControl,0.99333333,0.99333333,0.99666667,0.99000000,0.99666667,0.99333333,0.99666667,1.00000000,0.99666667,0.99333333,0.99666667,0.99666667,1.00000000,0.99333333,0.99333333,0.99333333,0.98666667,0.99000000,0.99333333,0.99666667,0.99333333,0.99333333,1.00000000,0.99333333,0.99666667,0.99333333,0.99666667,0.99666667,0.99000000,0.99000000,0.98666667,1.00000000,0.99444444,0.99333333,0.00314270,0.99995911,0.99444006,0.68346283,6.80289652
ToeSegmentation1,0.96491228,0.96929825,0.96929825,0.94298246,0.93859649,0.91666667,0.96052632,0.94298246,0.96052632,0.95614035,0.95175439,0.96491228,0.96929825,0.92982456,0.93859649,0.95614035,0.96052632,0.95175439,0.96929825,0.91228070,0.93859649,0.95175439,0.94298246,0.98245614,0.92543860,0.92982456,0.91666667,0.94736842,0.95614035,0.93421053,0.91228070,0.98245614,0.94839181,0.95175439,0.01753228,0.99063783,0.94520846,0.41587228,15.54289184
ToeSegmentation2,0.93076923,0.97692308,0.95384615,0.95384615,0.96923077,0.88461538,0.95384615,0.95384615,0.98461538,0.96923077,0.98461538,0.96923077,0.92307692,0.93076923,0.91538462,0.94615385,0.94615385,0.95384615,0.97692308,0.93076923,0.93846154,0.91538462,0.89230769,0.98461538,0.98461538,0.95384615,0.96153846,0.96153846,0.94615385,0.93846154,0.88461538,0.98461538,0.94948718,0.95384615,0.02571911,0.99214485,0.89064448,0.39575623,10.78519064
Trace,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.37097220,79.09724236
TwoLeadECG,0.99824407,0.99824407,0.99736611,0.99912204,1.00000000,0.99209833,0.99648815,1.00000000,0.99648815,0.99297629,0.99824407,0.99824407,0.99912204,0.99824407,0.99824407,0.99736611,0.99912204,0.99912204,0.99912204,1.00000000,0.99824407,0.99824407,0.99736611,0.99912204,1.00000000,0.99824407,0.99648815,0.99824407,0.99824407,0.99912204,0.99209833,1.00000000,0.99803922,0.99824407,0.00176590,0.99995889,0.99803782,0.37496533,9.18593349
TwoPatterns,1.00000000,0.99975000,0.99950000,1.00000000,1.00000000,1.00000000,0.99975000,0.99950000,1.00000000,0.99975000,0.99975000,0.99975000,1.00000000,0.99975000,0.99975000,1.00000000,1.00000000,0.99975000,1.00000000,1.00000000,1.00000000,0.99975000,0.99975000,0.99950000,1.00000000,1.00000000,0.99975000,1.00000000,0.99975000,0.99975000,0.99950000,1.00000000,0.99984167,0.99975000,0.00016436,0.99999997,0.99984456,0.43556479,22.04068260
UMD,0.99305556,0.97916667,0.99305556,0.99305556,0.97916667,0.94444444,0.99305556,0.97916667,0.99305556,0.97222222,0.97916667,1.00000000,0.99305556,0.96527778,0.97916667,0.99305556,0.97916667,1.00000000,0.99305556,0.97916667,0.98611111,0.97916667,0.97916667,0.99305556,0.97916667,0.99305556,0.97222222,0.97222222,0.95833333,0.97916667,0.94444444,1.00000000,0.98240741,0.97916667,0.01225759,0.99801071,0.98232639,0.39359228,7.00681884
UWaveGestureLibraryAll,0.97850363,0.97906198,0.98157454,0.98632049,0.97850363,0.97822446,0.98715801,0.97878280,0.98297041,0.98213289,0.97962032,0.97627024,0.97766611,0.98213289,0.98743719,0.98269123,0.98241206,0.98380793,0.98771636,0.97962032,0.98520380,0.98073702,0.98520380,0.98045784,0.98045784,0.98185371,0.98185371,0.98352875,0.98520380,0.98213289,0.97627024,0.98771636,0.98197469,0.98199330,0.00301515,0.99923284,0.98192907,0.86332999,90.74515161
UWaveGestureLibraryX,0.86906756,0.87074260,0.88163037,0.87911781,0.88553881,0.87493021,0.88107203,0.88163037,0.87381351,0.88358459,0.88051368,0.87688442,0.87409269,0.87967616,0.88414294,0.87855946,0.88609715,0.87883864,0.87744277,0.87855946,0.87995533,0.88023451,0.88274707,0.88274707,0.87995533,0.88665550,0.87241764,0.87716360,0.87241764,0.88665550,0.86906756,0.88665550,0.87922948,0.87981575,0.00461980,0.98492978,0.87661055,1.07809038,97.32218039
UWaveGestureLibraryY,0.81853713,0.82272473,0.82049135,0.82802903,0.82077052,0.82467895,0.82412060,0.81714126,0.81155779,0.81797878,0.81965382,0.83277499,0.82523730,0.83165829,0.81993300,0.81853713,0.80848688,0.81825796,0.80234506,0.82384143,0.81351200,0.82439978,0.82104969,0.82049135,0.82439978,0.81965382,0.81630374,0.82495812,0.82439978,0.81323283,0.80234506,0.83277499,0.82030523,0.82049135,0.00624764,0.97208387,0.81866120,1.21040414,90.85353948
UWaveGestureLibraryZ,0.81965382,0.81714126,0.81965382,0.81295366,0.82551647,0.82439978,0.82774986,0.82356226,0.81462870,0.83640424,0.82188721,0.83054160,0.83221664,0.81881630,0.83082077,0.83640424,0.82691234,0.83417085,0.82747069,0.82830821,0.83445003,0.81602457,0.83277499,0.82719151,0.81714126,0.83612507,0.83668342,0.82188721,0.82942490,0.82998325,0.81295366,0.83668342,0.82636330,0.82733110,0.00699254,0.97635297,0.82359372,1.16072194,151.10851103
Wafer,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99983777,1.00000000,0.99983777,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99983777,1.00000000,0.99998918,1.00000000,0.00004047,1.00000000,0.99999395,0.31645957,30.28501190
Wine,0.88888889,0.88888889,0.94444444,1.00000000,0.96296296,0.87037037,0.94444444,0.92592593,1.00000000,0.90740741,0.92592593,0.94444444,1.00000000,0.88888889,0.87037037,0.90740741,0.94444444,0.94444444,0.94444444,0.92592593,0.94444444,0.94444444,1.00000000,1.00000000,0.94444444,0.81481481,0.94444444,0.96296296,0.88888889,1.00000000,0.81481481,1.00000000,0.93580247,0.94444444,0.04504058,0.98209921,0.93132561,0.43283847,3.45685889
WordSynonyms,0.77742947,0.80407524,0.79467085,0.81661442,0.80721003,0.77742947,0.82131661,0.81504702,0.80407524,0.80250784,0.82131661,0.80094044,0.81347962,0.79780564,0.80877743,0.80877743,0.83699060,0.79780564,0.77899687,0.80094044,0.83385580,0.81191223,0.78996865,0.77742947,0.83228840,0.79310345,0.81347962,0.77272727,0.78996865,0.79780564,0.77272727,0.83699060,0.80329154,0.80329154,0.01673401,0.96461980,0.68750913,2.25089671,31.64978004
Worms,0.75324675,0.83116883,0.74025974,0.80519481,0.75324675,0.74025974,0.70129870,0.83116883,0.87012987,0.71428571,0.66233766,0.72727273,0.72727273,0.71428571,0.76623377,0.74025974,0.80519481,0.74025974,0.79220779,0.77922078,0.83116883,0.74025974,0.77922078,0.77922078,0.76623377,0.83116883,0.76623377,0.79220779,0.71428571,0.77922078,0.66233766,0.87012987,0.76580087,0.76623377,0.04566843,0.94226613,0.73951035,0.91775716,86.22130813
WormsTwoClass,0.79220779,0.79220779,0.80519481,0.85714286,0.77922078,0.80519481,0.72727273,0.81818182,0.76623377,0.77922078,0.77922078,0.77922078,0.77922078,0.79220779,0.84415584,0.80519481,0.80519481,0.83116883,0.79220779,0.80519481,0.80519481,0.81818182,0.84415584,0.81818182,0.79220779,0.85714286,0.80519481,0.84415584,0.83116883,0.80519481,0.72727273,0.85714286,0.80519481,0.80519481,0.02805515,0.88930211,0.83691522,0.51047854,54.54231842
Yoga,0.95033333,0.95233333,0.94166667,0.95533333,0.94666667,0.96166667,0.94166667,0.94800000,0.94700000,0.94300000,0.95033333,0.93266667,0.94866667,0.94333333,0.94000000,0.94766667,0.95533333,0.94333333,0.94366667,0.94466667,0.93266667,0.95233333,0.94633333,0.95733333,0.95366667,0.93933333,0.94133333,0.95466667,0.93366667,0.94400000,0.93266667,0.96166667,0.94642222,0.94650000,0.00705163,0.98622718,0.95045794,0.43003920,25.95387497
